system:index,Meann
A20000104_2100,"{temperature=-4.733472678576336, total_precipitation=0.11714190573487594, pressure=73850.6197401773, wind_u=7.927913963056028, wind_v=6.702955242013422, longwave_radiation=257.14473948698134, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.1129231797222299, shortwave_radiation=256.77494347958157}"
A20000104_2200,"{temperature=-5.4966419084959846, total_precipitation=0.06159888450175334, pressure=73806.65572604032, wind_u=7.707967529060941, wind_v=5.669908054228677, longwave_radiation=257.147853218102, convective_fraction=0.0, potential_energy=1.2994785874037056, potential_evaporation=0.059960515779882394, shortwave_radiation=187.48642549079176}"
A20000104_2300,"{temperature=-6.259765855813546, total_precipitation=0.1251416958886711, pressure=73762.7043700472, wind_u=7.487542590496178, wind_v=4.636477621006713, longwave_radiation=257.15148852748723, convective_fraction=0.0, potential_energy=2.598838777369744, potential_evaporation=0.059960515779882394, shortwave_radiation=90.97887467211532}"
A20000105_0000,"{temperature=-7.022925697876669, total_precipitation=0.4773440980754895, pressure=73718.72624568576, wind_u=7.267016870530416, wind_v=3.603617362012315, longwave_radiation=244.49575089046579, convective_fraction=0.0, potential_energy=3.8976891515034398, potential_evaporation=0.059960515779882394, shortwave_radiation=0.0}"
A20000105_0100,"{temperature=-7.235605654802973, total_precipitation=0.3846422177430491, pressure=73723.99495319884, wind_u=7.026919678603976, wind_v=2.953231631554244, longwave_radiation=244.49684540409197, convective_fraction=0.003939227434630147, potential_energy=17.405439434519707, potential_evaporation=0.008359447220918364, shortwave_radiation=0.0}"
A20000105_0200,"{temperature=-7.448599828809654, total_precipitation=0.22460869757296306, pressure=73729.26337797171, wind_u=6.786965513432922, wind_v=2.303239914957065, longwave_radiation=244.4988541292763, convective_fraction=0.004307466107076789, potential_energy=30.913778612253918, potential_evaporation=0.008359447220918364, shortwave_radiation=0.0}"
A20000105_0300,"{temperature=-7.661586271640369, total_precipitation=0.7289393710136128, pressure=73734.48274732863, wind_u=6.546932379821635, wind_v=1.6533233012121378, longwave_radiation=237.3974592042412, convective_fraction=0.0070357566888477815, potential_energy=44.421620344037365, potential_evaporation=0.008359447220918364, shortwave_radiation=0.0}"
A20000105_0400,"{temperature=-7.895859126929325, total_precipitation=0.16545837037855157, pressure=73787.70977551982, wind_u=6.967396526493084, wind_v=0.5123486208134307, longwave_radiation=237.39955739017603, convective_fraction=0.012288637932462659, potential_energy=53.07091940249056, potential_evaporation=0.004478446585857472, shortwave_radiation=0.0}"
A20000105_0500,"{temperature=-8.131315128254666, total_precipitation=0.8852980092221889, pressure=73840.94549603782, wind_u=7.387852389761715, wind_v=-0.6280122594361766, longwave_radiation=237.40047132562066, convective_fraction=0.02515942789297844, potential_energy=61.72002871579645, potential_evaporation=0.004478446585857472, shortwave_radiation=0.0}"
A20000105_0600,"{temperature=-8.36609630836346, total_precipitation=0.3093166744898806, pressure=73894.18952591329, wind_u=7.808102548526938, wind_v=-1.7686680288262417, longwave_radiation=223.0861029350859, convective_fraction=0.01608371759118646, potential_energy=70.36901941077399, potential_evaporation=0.004478446585857472, shortwave_radiation=0.0}"
A20000105_0700,"{temperature=-9.077809316067023, total_precipitation=0.02781853825551538, pressure=73872.0648007842, wind_u=7.181411215727424, wind_v=-1.767349863323854, longwave_radiation=223.08891321754993, convective_fraction=0.026012524505066692, potential_energy=55.68027743877187, potential_evaporation=0.004296719772482539, shortwave_radiation=0.0}"
A20000105_0800,"{temperature=-9.790366954744986, total_precipitation=0.0, pressure=73850.01726758157, wind_u=6.554759643261457, wind_v=-1.7659568710826405, longwave_radiation=223.0916149874371, convective_fraction=0.0, potential_energy=40.99037070988766, potential_evaporation=0.004296719772482539, shortwave_radiation=0.0}"
A20000105_0900,"{temperature=-10.502668360162344, total_precipitation=0.0, pressure=73827.90519893978, wind_u=5.9278946351161075, wind_v=-1.7650302344203002, longwave_radiation=225.85469806996724, convective_fraction=0.0, potential_energy=26.30205086009332, potential_evaporation=0.004296719772482539, shortwave_radiation=0.0}"
A20000105_1000,"{temperature=-10.671724052240645, total_precipitation=0.004959985642101778, pressure=73861.23145511778, wind_u=6.131404865118594, wind_v=-1.2858373139685788, longwave_radiation=225.85491150564653, convective_fraction=0.011557409503824176, potential_energy=18.098677637573527, potential_evaporation=0.005726211447662705, shortwave_radiation=0.0}"
A20000105_1100,"{temperature=-10.84089074191676, total_precipitation=9.818041251346056E-4, pressure=73894.56789380679, wind_u=6.334202722478395, wind_v=-0.8060220338515065, longwave_radiation=225.8557682856117, convective_fraction=0.005673578706132482, potential_energy=9.894120882458518, potential_evaporation=0.005726211447662705, shortwave_radiation=0.0}"
A20000105_1200,"{temperature=-11.009838473644958, total_precipitation=0.0, pressure=73927.8869478422, wind_u=6.537799652097086, wind_v=-0.3266949222740703, longwave_radiation=231.03070574592067, convective_fraction=0.0, potential_energy=1.6894298257724278, potential_evaporation=0.005726211447662705, shortwave_radiation=0.0}"
A20000105_1300,"{temperature=-11.371683187453385, total_precipitation=0.6102784051688435, pressure=73905.89981693684, wind_u=6.646347847695836, wind_v=-0.5209197338266562, longwave_radiation=231.0323345390287, convective_fraction=0.0, potential_energy=5.610392909407185, potential_evaporation=0.009268288372863575, shortwave_radiation=0.0}"
A20000105_1400,"{temperature=-11.73463428776539, total_precipitation=0.0, pressure=73883.91124665216, wind_u=6.755042107297677, wind_v=-0.7159201479967975, longwave_radiation=231.03391694508124, convective_fraction=0.0, potential_energy=9.531608250269212, potential_evaporation=0.009268288372863575, shortwave_radiation=0.0}"
A20000105_1500,"{temperature=-12.096916641356254, total_precipitation=0.0, pressure=73861.98513239647, wind_u=6.863762873788556, wind_v=-0.9102051522765556, longwave_radiation=233.95218350498385, convective_fraction=0.0, potential_energy=13.452069911919821, potential_evaporation=0.009268288372863575, shortwave_radiation=0.3579026424055003}"
A20000105_1600,"{temperature=-11.288727393213115, total_precipitation=0.03664560013253446, pressure=73957.46891708318, wind_u=7.242352486401416, wind_v=-0.8560131982218296, longwave_radiation=233.9493781925617, convective_fraction=6.486732749813625E-5, potential_energy=15.22181605323467, potential_evaporation=0.03565120523511059, shortwave_radiation=70.72607979678055}"
A20000105_1700,"{temperature=-10.479730513294836, total_precipitation=0.03030602755612007, pressure=74052.9097506696, wind_u=7.621497087003348, wind_v=-0.8018632134080687, longwave_radiation=233.94603749620345, convective_fraction=6.486732749813625E-5, potential_energy=16.99216036667864, potential_evaporation=0.03565120523511059, shortwave_radiation=130.85572280973037}"
A20000105_1800,"{temperature=-9.672216638595113, total_precipitation=0.01901373940414723, pressure=74148.40776237684, wind_u=7.999627799099873, wind_v=-0.7485208603694402, longwave_radiation=226.3059855868791, convective_fraction=0.0, potential_energy=18.762578015848906, potential_evaporation=0.03565120523511059, shortwave_radiation=214.23350727558898}"
A20000105_1900,"{temperature=-9.410512742634655, total_precipitation=0.7961092415164152, pressure=74197.4026976282, wind_u=8.220008283402825, wind_v=-0.7130775602617556, longwave_radiation=226.30584200789679, convective_fraction=0.1452183173647735, potential_energy=26.245790429908624, potential_evaporation=0.07876996714250216, shortwave_radiation=246.0721956815861}"
A20000105_2000,"{temperature=-9.149654582102308, total_precipitation=0.0602525637131734, pressure=74246.43377060501, wind_u=8.440541182317698, wind_v=-0.6788386669243729, longwave_radiation=226.3057089212248, convective_fraction=0.00897500069028357, potential_energy=33.72985879559324, potential_evaporation=0.07876996714250216, shortwave_radiation=245.47722621973114}"
A20000105_2100,"{temperature=-8.888385012563143, total_precipitation=0.0, pressure=74295.48191208551, wind_u=8.660546428472822, wind_v=-0.6433779716707626, longwave_radiation=239.6775141508133, convective_fraction=0.0, potential_energy=41.212999199271074, potential_evaporation=0.07876996714250216, shortwave_radiation=194.76253516304496}"
A20000105_2200,"{temperature=-9.505702570615991, total_precipitation=0.015200110445370965, pressure=74252.90541817383, wind_u=8.096639423475166, wind_v=-0.6555531932517882, longwave_radiation=239.67893088880933, convective_fraction=4.1963718695640185E-4, potential_energy=34.326722367948776, potential_evaporation=0.0518246569290665, shortwave_radiation=142.71215837866197}"
A20000105_2300,"{temperature=-10.123641936107328, total_precipitation=0.007907109920755447, pressure=74210.322309965, wind_u=7.532787088936138, wind_v=-0.667032885109203, longwave_radiation=239.67993704613855, convective_fraction=0.0, potential_energy=27.44019791810477, potential_evaporation=0.0518246569290665, shortwave_radiation=70.11734135903029}"
A20000106_0000,"{temperature=-10.740753237429914, total_precipitation=0.007907109920755447, pressure=74167.80383024551, wind_u=6.968900240218687, wind_v=-0.6783643040561065, longwave_radiation=239.95071430543675, convective_fraction=0.0, potential_energy=20.553829085788447, potential_evaporation=0.0518246569290665, shortwave_radiation=0.0}"
A20000106_0100,"{temperature=-11.211846922715832, total_precipitation=7.77038407377751E-5, pressure=74191.11667090045, wind_u=6.849429273545576, wind_v=-0.8115004003644704, longwave_radiation=239.95285169947812, convective_fraction=0.0, potential_energy=16.142637104122382, potential_evaporation=0.014403208438026354, shortwave_radiation=0.0}"
A20000106_0200,"{temperature=-11.68217384101387, total_precipitation=0.0, pressure=74214.4444515007, wind_u=6.7301722947786935, wind_v=-0.9439655410442613, longwave_radiation=239.9554852693489, convective_fraction=0.0, potential_energy=11.731384598393026, potential_evaporation=0.014403208438026354, shortwave_radiation=0.0}"
A20000106_0300,"{temperature=-12.152890355357961, total_precipitation=0.0, pressure=74237.7510304553, wind_u=6.6110290747439056, wind_v=-1.076529806444487, longwave_radiation=214.47079575889782, convective_fraction=0.0, potential_energy=7.320175387249082, potential_evaporation=0.014403208438026354, shortwave_radiation=0.0}"
A20000106_0400,"{temperature=-12.631520280531221, total_precipitation=0.0, pressure=74274.55751304643, wind_u=6.448609768893067, wind_v=-1.1337670154899637, longwave_radiation=214.47249468481658, convective_fraction=0.0, potential_energy=4.880116298975624, potential_evaporation=0.0038002761134274007, shortwave_radiation=0.0}"
A20000106_0500,"{temperature=-13.109537510009089, total_precipitation=0.0, pressure=74311.37338100895, wind_u=6.285993318055062, wind_v=-1.1917864538752518, longwave_radiation=214.4747085622774, convective_fraction=0.0, potential_energy=2.4404042300577076, potential_evaporation=0.0038002761134274007, shortwave_radiation=0.0}"
A20000106_0600,"{temperature=-13.587952342822415, total_precipitation=0.0, pressure=74348.18071375323, wind_u=6.12361901869288, wind_v=-1.2500861473893479, longwave_radiation=162.88812353314754, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0038002761134274007, shortwave_radiation=0.0}"
A20000106_0700,"{temperature=-14.50116657923074, total_precipitation=0.0, pressure=74416.52178534947, wind_u=5.94010630366955, wind_v=-0.8536057652483645, longwave_radiation=162.8895118314604, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013299701797498422, shortwave_radiation=0.0}"
A20000106_0800,"{temperature=-15.413376038876745, total_precipitation=0.0, pressure=74484.87810724248, wind_u=5.756619543308392, wind_v=-0.45775436949498877, longwave_radiation=162.89028080735565, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013299701797498422, shortwave_radiation=0.0}"
A20000106_0900,"{temperature=-16.32644724852969, total_precipitation=0.0, pressure=74553.21776707069, wind_u=5.572863848468953, wind_v=-0.061824557528232536, longwave_radiation=144.3226885164427, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013299701797498422, shortwave_radiation=0.0}"
A20000106_1000,"{temperature=-16.59707181710245, total_precipitation=0.0, pressure=74587.65353922197, wind_u=5.4688679349476805, wind_v=0.4112764723748518, longwave_radiation=144.32292321285595, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016141499848137623, shortwave_radiation=0.0}"
A20000106_1100,"{temperature=-16.868219344506713, total_precipitation=0.0, pressure=74622.12593008806, wind_u=5.3645859679156205, wind_v=0.8840055774912339, longwave_radiation=144.32354943810927, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016141499848137623, shortwave_radiation=0.0}"
A20000106_1200,"{temperature=-17.13892370985999, total_precipitation=0.0, pressure=74656.5767738907, wind_u=5.2600262307756065, wind_v=1.3565800590882742, longwave_radiation=144.0430723141067, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.016141499848137623, shortwave_radiation=0.0}"
A20000106_1300,"{temperature=-17.467606372697883, total_precipitation=0.0, pressure=74663.08334456201, wind_u=4.966111770715409, wind_v=1.736324654167933, longwave_radiation=144.0438183725876, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.014084838611701686, shortwave_radiation=0.0}"
