new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g63,301423,48.93113698,9.368533293,Murr at Burgstall,Germany,Europe,DO_3943,0.78,0.21,76,76,7.9,15.2,11.35263158,11.3,1.599372684,2.225,1989,1995,7,6,1,0.0273,0.0601,0.0346,0.0301,0.0127,0.0041,WT_5335,0.78,0.2,77,77,0.1,21.3,10.39480519,9.6,5.279500976,8.8,1989,1995,7,6,1,0.0273,0.0601,0.0351,0.0314,0.0125,0.00478
g64,301425,48.95620379,9.256759907,Murr at Murr-M??ndung,Germany,Europe,DO_3945,0.92,0.56,557,557,2.3,17.7,10.05601436,10.1,1.881198317,2.3,1976,2005,30,28,2,0.0328,0.071,0.0544,0.0656,0.0171,0.0335,WT_5337,0.92,0.56,555,555,0.5,23.5,11.1190991,11.1,5.266236291,9,1976,2005,30,28,2,0.0328,0.071,0.0542,0.0656,0.0167,0.0328
g65,301428,48.66506527,8.364897042,Murg at Forbach (oh. Sasbach),Germany,Europe,DO_3946,0.96,0.49,96,96,8.9,14.6,11.25,11.2,1.332192494,1.95,1998,2005,8,8,0,0.0273,0.0355,0.0328,0.0328,0.00292,0.00342,WT_5338,0.93,0.42,96,96,0.1,22.2,9.976041667,10.25,5.039000419,8.35,1998,2005,8,8,0,0.0301,0.0355,0.0328,0.0328,0.00207,0.00137
g66,301430,48.88959581,8.193684014,Murg at Steinmauern,Germany,Europe,DO_3948,0.82,0.19,229,229,5.4,15.7,10.76637555,11,1.790166967,2.6,1985,2005,21,19,2,0.0273,0.0355,0.0329,0.0328,0.00265,0.00273,WT_5340,0.81,0.17,227,227,0.1,23.1,11.38722467,11.3,5.588338423,9.05,1985,2005,21,19,2,0.0273,0.0383,0.0326,0.0328,0.0028,0.00273
g67,301435,48.27297647,9.722836771,Schmiech  at Ehingen,Germany,Europe,DO_3950,0.76,0.18,189,189,6.6,16.2,11.43121693,11.5,1.303362713,1.3,1987,2005,19,16,3,0.0246,0.0355,0.0323,0.0328,0.00334,0.00546,WT_5342,0.77,0.2,192,192,3.5,16.2,9.745833333,9.95,2.70525634,4.075,1987,2005,19,16,3,0.0273,0.0355,0.0328,0.0328,0.00299,0.00546
g68,301440,48.10590741,9.448379573,Schwarzach at Ertingen,Germany,Europe,DO_3952,0.53,0.15,69,69,8.1,18.1,11.71304348,11.5,1.770253641,2.1,1987,1996,10,6,4,0.0273,0.0355,0.0314,0.0314,0.00287,0.00273,WT_5344,0.53,0.15,71,71,1.5,19.4,10.02957746,10.3,4.459256644,7.55,1987,1996,10,6,4,0.0301,0.0383,0.0323,0.0314,0.00319,0.00273
g69,301442,48.15704413,9.52776317,Kanzach at G??ffingen,Germany,Europe,DO_3953,0.78,0.37,194,194,2.2,18.8,11.10773196,10.9,1.88495324,2.475,1987,2005,19,16,3,0.0273,0.0383,0.0331,0.0342,0.00329,0.00546,WT_5345,0.78,0.31,195,195,0.3,20.3,10.06923077,10,5.347798171,9.45,1987,2005,19,16,3,0.0273,0.0383,0.0333,0.0342,0.00303,0.00546
g70,301446,47.92732955,8.482132459,Breg at H??fingen,Germany,Europe,DO_3957,1,0.62,104,104,8.5,14.5,11.24134615,11.45,1.45792848,2.325,1998,2005,8,8,0,0.0328,0.0383,0.0355,0.0355,0.00146,0,WT_5349,0.97,0.43,101,101,1,20.9,9.00990099,9.2,5.491693818,9.7,1998,2005,8,8,0,0.0328,0.0383,0.0345,0.0342,0.00203,0.00273
g71,301447,47.94008977,8.506646374,Breg at Donaueschingen,Germany,Europe,DO_3958,0.94,0.43,66,66,8.7,16.2,11.61818182,11.75,1.592280328,2.15,1991,1996,6,6,0,0.0219,0.0355,0.0301,0.0314,0.00489,0.00478,WT_5350,0.93,0.43,65,65,1.2,20.4,9.195384615,8.7,5.007414214,8.7,1991,1996,6,6,0,0.0219,0.0355,0.0296,0.0301,0.00471,0.0041
g72,301448,47.93991449,8.539534413,Donau  at Pfohren,Germany,Europe,DO_3959,0.93,0.28,264,264,5,14.5,10.60416667,10.7,1.691676578,2.4,1985,2005,21,21,0,0.0273,0.0683,0.0343,0.0328,0.00831,0.00546,WT_5351,0.93,0.35,264,264,0.5,20.5,9.639393939,9.85,5.190504017,9.55,1985,2005,21,21,0,0.0273,0.0683,0.0343,0.0328,0.00831,0.00546
g73,301449,47.9399454,8.740143888,"Donau  at Immendingen, l.U.",Germany,Europe,DO_3986,0.98,0.46,539,539,2.4,19.2,10.66938776,10.7,1.747417052,2.3,1979,2004,26,26,0,0.0301,0.071,0.0566,0.0656,0.0166,0.0355,WT_5378,0.98,0.71,315,315,0.1,24.1,9.915238095,9.5,6.061191906,10.4,1988,2004,17,17,0,0.0301,0.071,0.0506,0.0383,0.017,0.0328
g74,301450,47.98586505,8.813947182,Donau  at Tuttlingen/Donau,Germany,Europe,DO_3987,0.57,0.26,57,57,4.7,15.9,10.64736842,10.8,2.240225217,2.8,1989,1996,8,5,3,0.0273,0.0355,0.0311,0.0328,0.00367,0.00546,WT_5379,0.58,0.26,58,58,1.5,21.1,10.23103448,9.85,5.484754209,9.55,1989,1996,8,5,3,0.0273,0.0355,0.0317,0.0328,0.00312,0.00273
g75,301451,48.03124213,8.926963546,Donau  at Fridingen,Germany,Europe,DO_3988,0.69,0.44,448,448,1.3,18.8,10.96049107,11.1,1.898091996,2.2,1979,2005,27,19,8,0.0301,0.071,0.0644,0.0683,0.0115,0.00546,WT_5380,0.69,0.44,447,447,0.1,21,9.880760626,9.3,5.558816078,9.7,1979,2005,27,19,8,0.0301,0.071,0.0643,0.0683,0.0115,0.00546
g76,301452,48.06891629,9.297274794,Donau  at Scheer (obh. 2. Wehr),Germany,Europe,DO_3989,0.81,0.2,76,76,6.7,15.4,11.08947368,11.2,1.549759461,2.15,1985,1991,7,7,0,0.0246,0.0355,0.0297,0.0301,0.00368,0.0041,WT_5381,0.83,0.2,77,77,0.1,20.1,10.56233766,11.3,5.286254244,10.3,1985,1991,7,7,0,0.0246,0.0355,0.0301,0.0301,0.00353,0.00273
g77,301453,48.07320045,9.397527316,Donau  at Hundersingen,Germany,Europe,DO_3990,1,1,266,266,6.3,17.3,11.26428571,11.3,1.428431934,1.8,1991,2005,15,15,0,0.0355,0.071,0.0485,0.0383,0.0159,0.0328,WT_5382,1,1,268,268,1.1,22.4,10.60186567,10.2,5.294251376,9.2,1991,2005,15,15,0,0.0355,0.0683,0.0488,0.0383,0.0158,0.0328
g78,301454,48.17728797,9.49795448,Donau  at Daugendorf,Germany,Europe,DO_3991,0.81,0.27,55,55,8.8,16.1,12.03090909,11.8,1.61484694,1.7,1987,1991,5,5,0,0.0273,0.0328,0.0301,0.0301,0.00273,0.00546,WT_5383,0.83,0.27,56,56,2.6,20.5,11.28035714,11.75,5.17839637,9.75,1987,1991,5,5,0,0.0273,0.0328,0.0306,0.0301,0.00229,0.00273
g79,301455,48.26375307,9.726519686,Donau  at Berg,Germany,Europe,DO_3992,0.98,0.44,86,86,8,14.2,10.68372093,10.65,1.254344025,1.95,1998,2004,7,7,0,0.0301,0.0355,0.0336,0.0328,0.00207,0.00273,WT_5384,1,0.55,89,89,1.3,21.9,10.46067416,10.6,4.754390745,7.6,1998,2004,7,7,0,0.0328,0.0355,0.0347,0.0355,0.00133,0.00137
g80,301456,48.27812144,9.763898005,Donau  at Nasgenstadt,Germany,Europe,DO_3993,0.86,0.15,67,67,5.8,15.7,10.41343284,10.7,1.784775304,1.9,1985,1990,6,6,0,0.0273,0.0328,0.0305,0.0314,0.00269,0.00478,WT_5385,0.84,0.15,66,66,1,20.2,11.25606061,11.8,4.781732187,8.325,1985,1990,6,6,0,0.0273,0.0328,0.0301,0.0301,0.00244,0.0041
g81,301457,48.28177515,9.803607912,Donau  at ??pfingen,Germany,Europe,DO_3994,0.46,0.27,245,245,3.9,19.4,10.30367347,10.3,1.856233068,2.2,1975,1996,22,10,12,0.0601,0.071,0.0669,0.0683,0.0037,0.0041,WT_5386,0.46,0.27,245,245,0.5,23.5,10.3755102,10,5.194232718,8.8,1975,1996,22,10,12,0.0628,0.071,0.0669,0.0683,0.00266,0.00273
g82,301459,48.41059348,10.01871172,Donau  at Ulm-B??fingen,Germany,Europe,DO_3996,0.76,0.65,639,639,6,27.8,10.28951487,10.3,1.567398934,2,1976,2005,30,23,7,0.0464,0.139,0.0759,0.0683,0.025,0.00546,WT_5388,0.85,0.52,704,704,0.1,22,10.14701705,10,4.973239016,8.325,1976,2005,30,26,4,0.0464,0.139,0.074,0.0683,0.0245,0.00751
g83,301460,48.52271752,8.089501596,Rench  at Oberkirch,Germany,Europe,DO_3997,0.85,0.22,93,93,6.4,14.7,11.6688172,11.6,1.494262832,2.1,1998,2005,8,8,0,0.0219,0.0383,0.0318,0.0328,0.00525,0.00615,WT_5389,0.92,0.24,98,98,0.8,26.7,11.5744898,11.3,5.665491693,8.95,1998,2005,8,8,0,0.0301,0.0383,0.0335,0.0328,0.00283,0.00342
g84,301461,48.71045102,7.960644772,Rench  at Helmlingen,Germany,Europe,DO_3998,0.81,0.12,225,225,2.6,19.8,10.61244444,10.8,2.377841492,2.7,1985,2005,21,19,2,0.0273,0.0355,0.0324,0.0328,0.00262,0.0041,WT_5390,0.82,0.14,227,227,0.4,24.5,12.38414097,12.7,6.063346614,9.5,1985,2005,21,19,2,0.0273,0.0383,0.0326,0.0328,0.0028,0.00273
g85,301462,48.26921823,9.826805003,Ri?? at Risstissen,Germany,Europe,DO_3999,0.79,0.21,200,200,7.3,23,10.7255,10.6,1.75419089,2,1987,2005,19,17,2,0.0246,0.0383,0.0321,0.0328,0.00381,0.00546,WT_5391,0.81,0.29,207,207,1.5,22.1,10.29758454,10.4,4.74122019,8,1987,2005,19,17,2,0.0273,0.0383,0.0333,0.0355,0.00389,0.00546
g86,301463,48.20648921,9.831313003,Ri?? at Schemmerberg,Germany,Europe,DO_4000,0.97,0.49,97,97,6.7,12.9,10.30309278,10.4,1.24745187,1.8,1998,2005,8,8,0,0.0273,0.0355,0.0331,0.0342,0.00308,0.00342,WT_5392,0.99,0.51,99,99,2.9,20.6,10.39494949,10.3,4.156170081,6.75,1998,2005,8,8,0,0.0301,0.0355,0.0338,0.0342,0.00203,0.00273
g87,301464,48.7899843,9.723240907,Rems at Sachsenhof,Germany,Europe,DO_4001,0.75,0.16,90,90,8.5,15.1,11.31555556,11.6,1.379538362,2.15,1985,1994,10,9,1,0.0137,0.0328,0.0273,0.0301,0.00736,0.00546,WT_5393,0.75,0.16,90,90,1.4,20,10.48444444,10.35,5.041243629,8.925,1985,1994,10,9,1,0.0137,0.0328,0.0273,0.0301,0.00736,0.00546
g88,301465,48.79366487,9.593865591,Rems at Pl??dershausen,Germany,Europe,DO_4002,0.99,0.73,89,89,7.4,14.8,11.60786517,11.6,1.428064863,1.8,1999,2005,7,7,0,0.0328,0.0355,0.0347,0.0355,0.00133,0.00137,WT_5394,0.98,0.39,88,88,1.2,21.5,11.10454545,10.1,6.054938311,11.375,1999,2005,7,7,0,0.0328,0.0355,0.0343,0.0355,0.00146,0.00273
g89,301466,48.80635112,9.456489148,Rems at Winterbach,Germany,Europe,DO_4003,0.35,0.12,42,42,7.5,15.2,10.61428571,10.5,1.726348385,2.75,1985,1994,10,5,5,0.0109,0.0328,0.023,0.0273,0.00996,0.0164,WT_5395,0.35,0.12,42,42,1.5,21.9,10.83571429,9.75,5.106133157,9.4,1985,1994,10,5,5,0.0109,0.0328,0.023,0.0273,0.00996,0.0164
g90,301467,48.86443152,9.306228677,Rems at Remsm??hle,Germany,Europe,DO_4004,0.85,0.36,237,237,6,18.1,10.37299578,10.4,1.959318427,3.1,1987,2005,19,17,2,0.0328,0.0956,0.0381,0.0355,0.015,0.00273,WT_5396,0.85,0.36,238,238,0.2,23.4,11.29033613,11.3,5.818901173,10.025,1987,2005,19,17,2,0.0328,0.0956,0.0383,0.0355,0.0149,0.00273
g91,301468,48.86807115,9.277823634,"Rems at Neckarrems, r.U.",Germany,Europe,DO_4005,0.81,0.62,402,402,1.2,14.1,8.803482587,8.85,2.242179606,3.475,1975,1995,21,17,4,0.0328,0.071,0.0646,0.0683,0.0118,0.00546,WT_5397,0.81,0.62,402,402,0.2,24,10.91044776,11,5.518026708,9.65,1975,1995,21,17,4,0.0328,0.071,0.0646,0.0683,0.0117,0.00546
g92,301470,48.19762829,9.055844913,Schmiecha  at Ebingen,Germany,Europe,DO_4006,0.72,0.24,91,91,6.3,17.8,10.17252747,10,1.8913291,1.8,1987,1996,10,8,2,0.0273,0.0355,0.0311,0.0314,0.0029,0.00342,WT_5398,0.73,0.24,92,92,0.2,18.4,10.64673913,10.45,3.354231413,4.525,1987,1996,10,8,2,0.0273,0.0355,0.0314,0.0314,0.00253,0.00273
g93,301471,48.08535916,9.156159266,Schmiecha  at Inzigkofen,Germany,Europe,DO_4007,0.83,0.24,226,226,5.9,21.1,11.17566372,11.2,1.498704849,1.775,1985,2005,21,19,2,0.0246,0.0383,0.0325,0.0328,0.00385,0.00546,WT_5399,0.82,0.23,226,226,0.1,18.3,9.739823009,9.45,4.347178698,6.775,1985,2005,21,19,2,0.0246,0.0383,0.0325,0.0328,0.00363,0.00546
g94,301474,49.23523521,8.47716698,Saalbach  at Philippsburg,Germany,Europe,DO_4009,0.95,0.22,111,111,3.6,12.8,9.077477477,9.1,1.460304121,1.7,1997,2005,9,9,0,0.0301,0.0383,0.0337,0.0328,0.00237,0.00273,WT_5401,0.94,0.22,110,110,3.8,20.5,11.68454545,11.65,4.241585007,6.675,1997,2005,9,9,0,0.0301,0.0383,0.0334,0.0328,0.00228,0
g95,301477,47.82673379,9.614634087,Schussen  at Niederbiegen,Germany,Europe,DO_4010,0.32,0.05,88,88,6.8,19.4,11.27727273,11.05,2.277310739,2.6,1985,2005,21,8,13,0.0246,0.0355,0.0301,0.0314,0.00413,0.00615,WT_5402,0.32,0.05,88,88,1.5,22,11.39204545,11.35,5.255084491,8.3,1985,2005,21,8,13,0.0246,0.0328,0.0301,0.0314,0.00327,0.00546
g96,301479,47.67358712,9.535915778,Schussen  at Gerbertshaus,Germany,Europe,DO_4012,0.97,0.31,308,308,6.1,16.8,10.33149351,10.2,1.595356161,2.425,1986,2005,20,20,0,0.0273,0.0683,0.0421,0.0355,0.0141,0.0212,WT_5404,0.97,0.32,366,366,0.5,26,10.86967213,10.55,5.369878793,9.175,1983,2005,23,23,0,0.0301,0.071,0.0435,0.0355,0.0142,0.0205
g97,301481,49.17689203,9.25245018,Sulm at Binswangen,Germany,Europe,DO_4014,0.57,0.1,155,155,7.6,15.6,11.04258065,11,1.843484433,2.5,1985,2005,21,14,7,0.0109,0.0383,0.0302,0.0328,0.00673,0.00273,WT_5406,0.57,0.1,155,155,0.2,20.7,10.26387097,10.5,4.463952065,7.4,1985,2005,21,14,7,0.0109,0.0383,0.0302,0.0328,0.00673,0.00273
g98,301486,49.75642054,9.518155746,Tauber at Wertheim,Germany,Europe,DO_4019,0.82,0.26,229,229,7.3,17.5,10.90742358,11,1.722983668,2.5,1985,2005,21,19,2,0.0109,0.0683,0.0329,0.0328,0.011,0.00683,WT_5411,0.81,0.26,227,227,0.5,20.9,10.85947137,10.7,5.055885529,8.95,1985,2005,21,19,2,0.0109,0.0656,0.0326,0.0328,0.0105,0.00683
g99,301487,47.58548001,7.910184992,Wehra  at ??flingen,Germany,Europe,DO_4020,0.8,0.09,219,219,8,19.6,11.01552511,10.8,1.58088817,2.4,1985,2005,21,19,2,0.0246,0.0383,0.0315,0.0301,0.00357,0.0041,WT_5412,0.81,0.09,222,222,1.7,21,11.4009009,12,4.714654068,8.275,1985,2005,21,19,2,0.0246,0.0383,0.0319,0.0328,0.00353,0.0041
g100,301488,47.59840152,7.652458404,Wiese  at L??rrach,Germany,Europe,DO_4021,0.91,0.11,203,203,7.2,15.1,11.41083744,11.2,1.397622022,2.1,1989,2005,17,17,0,0.0273,0.0383,0.0326,0.0328,0.00297,0.00546,WT_5413,0.91,0.11,203,203,0.2,25.5,10.56600985,10.5,5.046563122,8.45,1989,2005,17,17,0,0.0273,0.0383,0.0326,0.0328,0.00297,0.00546
g101,301489,48.83991046,10.39809646,Eger at Trochtelfingen,Germany,Europe,DO_4022,0.81,0.24,128,128,6,15.9,11.0640625,11.05,1.966960739,2.525,1993,2004,12,11,1,0.0246,0.0355,0.0318,0.0328,0.00351,0.0041,WT_5414,0.83,0.13,131,131,1.1,24,10.28167939,9.4,5.504778365,8.35,1993,2004,12,11,1,0.0273,0.0355,0.0325,0.0328,0.00227,0
g102,301491,47.89388623,8.243904645,"Gutach at Kappel, Bhf.",Germany,Europe,DO_4023,0.5,0.16,57,57,6.9,15.3,10.87368421,10.9,1.633196506,2.6,1987,1995,9,5,4,0.0246,0.0328,0.0311,0.0328,0.00367,0,WT_5415,0.5,0.16,57,57,0.8,19.5,8.58245614,8.8,4.992462991,8.1,1987,1995,9,5,4,0.0246,0.0328,0.0311,0.0328,0.00367,0
g103,301493,47.62720728,8.331400395,Wutach at Oberlauchringen,Germany,Europe,DO_4025,0.57,0.11,77,77,6.4,15.3,12.19350649,12.5,1.815817756,2.4,1985,1995,11,7,4,0.0246,0.0328,0.0301,0.0301,0.00315,0.0041,WT_5417,0.58,0.13,78,78,0.3,22.1,10.41794872,11.25,5.66187394,9.775,1985,1995,11,7,4,0.0219,0.0355,0.0304,0.0328,0.00458,0.0041
g104,301495,47.61939873,8.256591604,Wutach at M??ndung-Wutach,Germany,Europe,DO_4027,0.87,0.22,239,239,6.2,16.6,11.66736402,11.8,1.365673779,1.8,1985,2005,21,20,1,0.0246,0.041,0.0327,0.0328,0.00401,0.00546,WT_5419,0.87,0.35,241,241,1.6,22.2,10.5406639,10.9,4.726988776,8.7,1985,2005,21,20,1,0.0246,0.041,0.0329,0.0342,0.00401,0.00546
g105,301496,49.58135244,8.623041627,Weschnitz at Weid,Germany,Europe,DO_4028,0.78,0.4,204,204,3.5,16,10.00539216,10.4,1.995443169,2.4,1985,2004,20,17,3,0.0246,0.0383,0.0328,0.0355,0.00398,0.00546,WT_5420,0.79,0.32,205,205,2,22.4,12.47170732,12.1,5.418086949,10,1985,2004,20,17,3,0.0246,0.0383,0.0329,0.0328,0.00355,0.00546
g106,301500,47.66858834,9.152699796,Rhein at Konstanz-Polizei,Germany,Europe,DO_3884,0.54,0.15,67,67,7.6,16.5,11.15223881,11,1.564120259,1.9,1986,1991,6,5,1,0.0191,0.0656,0.0366,0.0328,0.0177,0.0109,WT_5276,0.55,0.17,68,68,3.1,22.7,12.30441176,12.95,5.942546663,11.05,1986,1991,6,5,1,0.0191,0.0683,0.0372,0.0328,0.0188,0.0109
g107,301501,47.65653729,8.877565465,Rhein at ??hningen,Germany,Europe,DO_3885,1,0.53,806,806,4.5,17.1,11.29751861,11.35,1.540450461,2.1,1974,2005,32,32,0,0.0628,0.0738,0.0688,0.0683,0.00245,0.00273,WT_5277,1,0.53,808,808,2,25.6,12.10482673,11.55,6.406277046,11.925,1974,2005,32,32,0,0.0656,0.0738,0.069,0.0697,0.0025,0.00546
g108,301502,47.57242637,8.339874585,Rhein at Reckingen,Germany,Europe,DO_3886,0.99,0.54,771,771,5.9,16.8,11.21815824,11.1,1.569384768,2.5,1973,2005,33,33,0,0.0328,0.0765,0.0638,0.0683,0.0112,0.0082,WT_5278,0.99,0.54,779,779,1.5,25.3,11.59114249,11.1,5.93358799,10.8,1973,2005,33,33,0,0.0328,0.0792,0.0645,0.0683,0.0112,0.00546
g109,301503,47.58584579,8.135443262,Rhein at Albbruck-Dogern,Germany,Europe,DO_3887,1,0.51,782,782,6.1,15.8,10.82493606,10.8,1.422250361,2.4,1975,2005,31,31,0,0.0628,0.071,0.0689,0.071,0.00261,0.00273,WT_5279,1,0.51,786,786,2,27,12.22201018,11.6,5.788152761,10.475,1975,2005,31,31,0,0.0656,0.071,0.0693,0.071,0.00229,0.00273
g110,301505,47.5391464,7.707720681,Rhein at Wyhlen,Germany,Europe,DO_3889,0.9,0.76,435,435,7.1,16.6,10.83195402,10.9,1.458161394,2.25,1974,1993,20,18,2,0.0301,0.071,0.066,0.0683,0.00938,0.00546,WT_5281,0.9,0.76,432,432,1.5,24,12.12939815,11.8,5.668813337,10.3,1974,1993,20,18,2,0.0301,0.071,0.0656,0.0669,0.00932,0.00546
g111,301507,47.81544357,7.547246441,Rhein at Neuenburg,Germany,Europe,DO_3891,0.55,0.09,90,90,7.1,16.8,10.99555556,10.75,1.851201317,2.425,1985,1996,12,8,4,0.0273,0.0355,0.0307,0.0301,0.0035,0.00615,WT_5283,0.54,0.09,89,89,3,22.3,12.33033708,13,5.49643282,9,1985,1996,12,8,4,0.0246,0.0355,0.0304,0.0301,0.00398,0.00615
g112,301508,48.02303691,7.580940419,Rhein at Breisach,Germany,Europe,DO_3892,0.93,0.48,487,487,5.5,17.9,11.21848049,11.1,1.719121268,2.35,1979,2005,27,26,1,0.0301,0.071,0.0512,0.0519,0.0174,0.0328,WT_5284,0.93,0.48,490,490,0.2,27.5,12.58326531,12.5,6.049283413,10.1,1979,2005,27,26,1,0.0301,0.071,0.0515,0.0519,0.0175,0.0328
g113,301509,48.02303691,7.580940419,Rhein at Vogelgr??n,Germany,Europe,DO_3893,0.76,0.57,624,624,5.7,18.1,10.76586538,10.7,1.764334974,2.9,1973,2005,33,25,8,0.0574,0.0738,0.0682,0.0683,0.00374,0.00546,WT_5285,0.76,0.57,628,628,1.5,26,13.21194268,13.05,5.799862566,10.625,1973,2005,33,25,8,0.0601,0.0738,0.0686,0.0683,0.00328,0.00546
g114,301510,48.08978471,7.573048795,Rhein at Burkheim,Germany,Europe,DO_3894,0.91,0.67,158,158,6.4,13.5,10.5556962,10.5,1.443390103,2.275,1983,1989,7,7,0,0.041,0.071,0.0617,0.0683,0.0133,0.0137,WT_5286,0.91,0.67,158,158,1,25,12.71582278,12.75,5.85648448,10.35,1983,1989,7,7,0,0.041,0.071,0.0617,0.0683,0.0134,0.0164
g115,301511,48.21474652,7.656710717,Rhein at Weisweil,Germany,Europe,DO_3895,0.96,0.83,555,555,5.7,16.1,10.40486486,10.4,1.704494412,2.65,1974,1996,23,22,1,0.0656,0.071,0.0689,0.0683,0.00187,0.00273,WT_5287,0.96,0.83,554,554,1,26.2,12.88465704,12.5,5.856533667,10.7,1974,1996,23,22,1,0.0656,0.071,0.0688,0.0683,0.00217,0.00273
g116,301512,48.40277533,7.73576725,Rhein at Gerstheim,Germany,Europe,DO_3896,0.42,0.21,236,236,6.4,16.9,10.61779661,10.4,1.843868798,2.8,1974,1996,23,10,13,0.0492,0.071,0.0645,0.0656,0.00647,0.00546,WT_5288,0.42,0.21,239,239,3.6,24.6,13.10041841,12.9,5.641320379,10.55,1974,1996,23,10,13,0.0492,0.071,0.0653,0.0656,0.00662,0.00478
g117,301513,48.68225393,7.914722757,Rhein at Gambsheim,Germany,Europe,DO_3897,0.79,0.29,271,271,2.7,16.5,10.36900369,10.3,1.823407099,2.8,1987,2005,19,15,4,0.0328,0.071,0.0494,0.0355,0.0159,0.0301,WT_5289,0.79,0.29,273,273,2.5,25.4,13.1007326,12.9,5.911012857,11,1987,2005,19,15,4,0.0328,0.071,0.0497,0.0355,0.0163,0.0301
g118,301514,48.84330272,8.110989439,Rhein at Iffezheim,Germany,Europe,DO_3898,1,1,223,223,6.5,16.1,10.27892377,10.3,1.9209501,3,1988,1996,9,9,0,0.0628,0.071,0.0677,0.0683,0.00356,0.00546,WT_5290,1,1,224,224,2.7,24.7,13.10267857,12.8,5.924100807,10.85,1988,1996,9,9,0,0.0628,0.071,0.068,0.0683,0.00319,0.00546
g119,301515,49.0104852,8.297954263,Rhein at Karlsruhe,Germany,Europe,DO_3899,1,0.45,869,869,4.6,14.9,9.521634062,9.5,1.681004363,2.6,1973,2005,33,33,0,0.0546,0.137,0.0719,0.0683,0.0168,0.00273,WT_5291,0.95,0.83,473,473,2.4,24.8,13.12938689,13,5.81122918,10.4,1988,2005,18,17,1,0.0546,0.134,0.076,0.0683,0.0221,0.00273
g120,301516,49.48189773,8.455900156,"Rhein at Mannheim, Rhein",Germany,Europe,DO_3900,1,1,902,902,4.4,14.5,9.277605322,9.2,1.712054159,2.6,1973,2005,33,33,0,0.0355,0.142,0.0747,0.071,0.0217,0.00273,WT_5292,1,0.92,903,903,2.5,26.5,13.81362126,13.6,5.827536367,10.5,1973,2005,33,33,0,0.0355,0.142,0.0748,0.071,0.0217,0.00273
g121,301519,48.89439828,9.268896045,Zipfelbach at Poppenweiler,Germany,Europe,DO_3902,0.95,0.34,98,98,7.1,14.1,10.23061224,10.25,1.543219834,2.55,1997,2004,8,8,0,0.0301,0.0355,0.0335,0.0342,0.00242,0.00342,WT_5294,0.96,0.29,100,100,1.5,22.7,11.914,12.2,4.78322025,7.925,1997,2004,8,8,0,0.0328,0.0383,0.0342,0.0328,0.00207,0.00273
g122,301521,48.67704758,9.380553227,Lauter at Wendlingen,Germany,Europe,DO_3904,0.73,0.26,137,137,8.2,19.8,11.53722628,11.3,1.584205465,1.7,1991,2005,15,12,3,0.0219,0.0383,0.0312,0.0314,0.00443,0.0041,WT_5296,0.74,0.16,140,140,0.4,21.1,10.95785714,10.85,4.165584724,6.6,1991,2005,15,12,3,0.0246,0.0383,0.0319,0.0328,0.00356,0.00273
g123,301522,48.53172045,9.139276375,Echaz  at Kirchentellinsfurt,Germany,Europe,DO_3905,0.79,0.23,214,214,7.7,19.3,11.39626168,11.3,1.351015979,1.4,1985,2005,21,18,3,0.0273,0.0355,0.0325,0.0328,0.00279,0.00546,WT_5297,0.79,0.18,214,214,3,19.5,10.83738318,11.05,3.717046719,5.75,1985,2005,21,18,3,0.0273,0.0355,0.0325,0.0328,0.00263,0.00546
g124,301523,48.58972815,9.239650614,Erms at Neckartenzlingen,Germany,Europe,DO_3906,0.66,0.18,180,180,6.7,14.9,10.53888889,10.5,1.349876423,1.6,1985,2005,21,15,6,0.0273,0.0355,0.0328,0.0328,0.00292,0.0041,WT_5298,0.65,0.27,179,179,2.5,18.8,11.11620112,11.3,3.458033325,5.25,1985,2005,21,15,6,0.0273,0.0355,0.0326,0.0328,0.003,0.00546
g125,301525,48.44360576,8.856398563,Starzel at Bieringen,Germany,Europe,DO_3908,0.75,0.35,125,125,9,15.2,11.4784,11.6,1.327657651,1.7,1993,2005,13,10,3,0.0273,0.0355,0.0342,0.0355,0.00295,0,WT_5300,0.73,0.34,122,122,0.5,18.7,9.956557377,9.45,4.489436411,7.225,1993,2005,13,10,3,0.0273,0.0355,0.0333,0.0355,0.0031,0.00478
g126,301526,48.51047374,9.060499767,Steinlach  at T??bingen,Germany,Europe,DO_3909,0.99,0.82,115,115,6.6,17.5,11.63652174,11.6,1.716807034,2.2,1997,2005,9,9,0,0.0328,0.0355,0.0349,0.0355,0.0012,0,WT_5301,0.97,0.65,112,112,2,25.5,11.39107143,11.25,5.145671733,8.15,1997,2005,9,9,0,0.0301,0.0355,0.034,0.0355,0.00198,0.00273
